,Products bought by the customer,New products bought by the customer
Customer_167,Pizza;Kuru dut;Karabiber;Garnitür;Baldo pirinç;Ketçap;Köfte harcı;Tavuk Bulyon;Kalamar;Krem şanti;El mantısı;Yer fıstığı;Makarna;Kalem;Kuru İncir;Susam;Domates salçası;Pizza;Kahve likörü;Şehriye;Soya sosu,Kurutulmuş Kivi
Customer_924,Biber salçası;Nar ekşisi;Krem şanti;Kuru dut;Yulaf;Karides;Jelibon;Şehriye;Ketçap;Nohut;Ayçiçek yağı;Papatya çayı;Tavuk Bulyon;Makarna;Ton balığı;Karabiber;Milföy;Ihlamur;Yoğurt;El mantısı;İçli Köfte;Yeşil çay,Kinoa tohumu
Customer_515,Kurabiye;Kalamar;Kuru dut;Jelibon;Karabiber;Şehriye;Ayçiçek yağı;Bisküvi;Böğürtlen;Jelibon;Ketçap;Baldo pirinç;Pizza;Böğürtlen;Soya sosu;Karides;Baldo pirinç;Kalamar;Kuru kayısı;Cips,Kurutulmuş Kivi
Customer_747,Karides;Erişte;Yer fıstığı;Köfte harcı;Krem şanti;Çikolata;Meksika fasülyesi;Zeytinyağı;Tavuk Bulyon;Pizza;Susam;Tarçın;Ihlamur;Kuru üzüm;Şehriye;Sarımsak sosu;Közlenmiş biber;Jelibon,Karamelli likör
Customer_627,Biber salçası;Kalamar;Garnitür;Susam;Saç kremi;Şehriye;Nohut;Baldo pirinç;Nar ekşisi;Domates salçası;Yer fıstığı;Saç boyası;Ketçap;Kalem;Patlıcan;Ketçap;Susam;Şampuan;İçli Köfte;Diş fırçası;Çörek otu;Yeşil çay;Bezelye;Kurabiye,Peeling krem
Customer_401,Saç boyası;Vücut losyonu;Şampuan;Şehriye;Kırmızı mercimek;Güneş kremi;Ihlamur;Limon sos;El mantısı;Baldo pirinç;Közlenmiş biber;Nohut;Susam;Pizza;Diş macunu;Makarna;Diş fırçası;Köfte;Domates salçası;Biber salçası,Peeling krem
Customer_335,Pizza;Domates salçası;Güneş kremi;Toz şeker;Biber salçası;Tavuk Bulyon;Zeytinyağı;Saç kremi;Bezelye;Soya sosu;Patlıcan;Karides;Böğürtlen;Tarçın;Bira;Çörek otu;Un;Erişte;Vücut losyonu;El mantısı;Şampuan;Yer fıstığı;Susam;Makarna;Acı Sos,Peeling krem
Customer_666,Yer fıstığı;Bisküvi;Limon sos;Çörek otu;Köfte harcı;Kuru İncir;Susam;Garnitür;Baldo pirinç;Vücut losyonu;Saç kremi;Kalem;Ketçap;Tarçın;Un;Böğürtlen;Tavuk Bulyon;Nohut;Köfte;Bezelye;Böğürtlen;Şehriye;Diş fırçası,Peeling krem
Customer_349,Karabiber;Garnitür;Milföy;Acı Sos;Zeytinyağı;Bezelye;Patates;Çikolata;Milföy;Kalem;Sirke;Un;Patates;Makarna;Nane likörü;Bira;Zeytinyağı;Ayçiçek yağı;Çörek otu;Kuru dut;Kuru üzüm,Karamelli likör
Customer_678,Şehriye;Köfte harcı;Ayçiçek yağı;Susam;Kalem;Bezelye;Kuru dut;Tavuk Bulyon;Yoğurt;Toz şeker;Kırı üzüm;Krem şanti;Tavuk Bulyon;Karides;Yer fıstığı;Nohut;Karabiber,Kurutulmuş Kivi
Customer_768,Papatya çayı;Ayçiçek yağı;Kuru kayısı;Köfte;Köfte;Yoğurt;Bisküvi;Krem şanti;Zeytinyağı;Fasulye turşu;Acı Sos;Nar ekşisi;Milföy;Garnitür;Ketçap;Kalem;Kırmızı mercimek;İçli Köfte;Kırı üzüm,Kurutulmuş Kivi
Customer_333,Şehriye;Karabiber;Ketçap;Un;Biber salçası;Fasulye turşu;Soya sosu;Jelibon;Kırı üzüm;Tarçın;Ayçiçek yağı;Kuru dut;Karides;Pizza;Zeytinyağı;El mantısı;Krem şanti;İçli Köfte;Güneş kremi;Erişte,Kurutulmuş Kivi
Customer_748,Çörek otu;Tavuk Bulyon;Bira;Sarımsak sosu;Diş macunu;Jelibon;Kuru üzüm;Un;Acı Sos;Baldo pirinç;Erişte;Viski;Yer fıstığı;Nane likörü;Tarçın;Kırmızı mercimek;Susam;Sirke,Karamelli likör
Customer_741,Vücut losyonu;Köfte;Köfte;Yer fıstığı;Yer fıstığı;Makarna;Nohut;Ketçap;Vücut losyonu;İçli Köfte;Domates salçası;Diş macunu;Saç boyası;Güneş kremi;İçli Köfte;Kurabiye;Biber salçası,Peeling krem
Customer_409,Yer fıstığı;Acı Sos;Keçi boynuzu;Kalamar;Kahve likörü;Patlıcan;Un;Patlıcan;Ihlamur;Patates;Nar ekşisi;İçli Köfte;Kuru üzüm;Karabiber;Sirke;İçli Köfte;Meksika fasülyesi;Köfte harcı;Jelibon;Papatya çayı;Kurabiye;Susam;Sarımsak sosu;Ketçap;Nar ekşisi,Kinoa tohumu
Customer_202,Ihlamur;Garnitür;Keçi boynuzu;Yeşil çay;Yer fıstığı;Bisküvi;Karabiber;Tavuk Bulyon;Tavuk Bulyon;Ton balığı;Kalem;Közlenmiş biber;Kalamar;Un;Çörek otu;Un;Erişte;Köfte harcı;Yer fıstığı;Yeşil çay;Yulaf;Ayçiçek yağı;Yoğurt;Patlıcan,Kinoa tohumu
Customer_948,Kırmızı mercimek;Köfte harcı;Yer fıstığı;Şehriye;Domates salçası;Nemlendirici bakım kremi;Saç boyası;Bisküvi;Patlıcan;Acı Sos;Karides;Kırı üzüm;Diş fırçası;Kalem;Böğürtlen;Karabiber;Karabiber,Peeling krem
Customer_494,Kurabiye;Fasulye turşu;Patlıcan;Kırmızı mercimek;Acı Sos;Karabiber;Karides;Kuru kayısı;Sarımsak sosu;Jelibon;Erişte;Pizza;Domates salçası;Patates;Susam;Meksika fasülyesi;Patates;Soya sosu;Erişte;Acı Sos;El mantısı;Nar ekşisi;Kırı üzüm;Kalamar;Yoğurt;Limon sos,Kurutulmuş Kivi
Customer_705,Milföy;Kırı üzüm;Susam;Susam;Çörek otu;Bezelye;Acı Sos;Nohut;Yoğurt;Köfte harcı;Sirke;Baldo pirinç;Milföy;Krem şanti;Papatya çayı;Köfte harcı;Kuru dut;Köfte;Kırmızı mercimek;Yer fıstığı;Soya sosu;Bisküvi;Bisküvi,Kurutulmuş Kivi
Customer_464,Kuru dut;Nar ekşisi;Meksika fasülyesi;Ton balığı;Soya sosu;Kırı üzüm;Böğürtlen;Nohut;Köfte;Kalamar;Yeşil çay;Sirke;Keçi boynuzu;Domates salçası;Papatya çayı;Ayçiçek yağı;Kırmızı mercimek;Yer fıstığı,Kinoa tohumu
Customer_713,Saç boyası;Bisküvi;Güneş kremi;Yoğurt;Fasulye turşu;Patates;Yer fıstığı;Güneş kremi;Acı Sos;Saç kremi;Nemlendirici bakım kremi;Sirke;Köfte harcı;Vücut losyonu;Patlıcan;Karides;Közlenmiş biber;Milföy;Kırmızı mercimek;Kalamar;Krem şanti,Peeling krem
Customer_902,Tavuk Bulyon;Kırmızı şarap;Kahve likörü;Kurabiye;Nane likörü;Sirke;Kırmızı mercimek;Yoğurt;Bezelye;Çikolata;Biber salçası;Kalamar;Krem şanti;Çörek otu;Ayçiçek yağı;Domates salçası;Vücut losyonu;Kurabiye,Karamelli likör
Customer_854,Diş fırçası;Sarımsak sosu;Fasulye turşu;Bezelye;Köfte;Nemlendirici bakım kremi;Ayçiçek yağı;Bezelye;Kuru İncir;Saç boyası;Sirke;Kırı üzüm;Bisküvi,Peeling krem
Customer_437,Nohut;Diş macunu;Nar ekşisi;Krem şanti;Fasulye turşu;Diş fırçası;Makarna;Kalem;Ayçiçek yağı;Limon sos;Şampuan;Milföy;Kalamar;Baldo pirinç;Tarçın;Vücut losyonu;Soya sosu;Vücut losyonu;Jelibon;Kırmızı mercimek,Peeling krem
Customer_172,Güneş kremi;Tarçın;Zeytinyağı;Patates;Ayçiçek yağı;Saç boyası;Çörek otu;Patlıcan;Nemlendirici bakım kremi;Köfte;Diş macunu;İçli Köfte;Şampuan;Saç kremi;Limon sos;Yoğurt;Karabiber;Tarçın;İçli Köfte;Krem şanti,Peeling krem
Customer_996,Yulaf;Ayçiçek yağı;Köfte;Şehriye;Vücut losyonu;Diş fırçası;Nemlendirici bakım kremi;Şampuan;Böğürtlen;Kırmızı mercimek;Saç boyası;Sirke;Nar ekşisi;Sirke;Fasulye turşu;Çörek otu;Kalem;Zeytinyağı;Karabiber;Bezelye;Nar ekşisi;Karabiber;Yeşil çay;Biber salçası;Patlıcan;Acı Sos;Bezelye,Peeling krem
Customer_192,Kurabiye;Diş macunu;Saç kremi;Cips;El mantısı;Garnitür;Vücut losyonu;Krem şanti;Biber salçası;Makarna;Erişte;Toz şeker;Közlenmiş biber;Nemlendirici bakım kremi;Un;Patates;Biber salçası;Acı Sos;Güneş kremi;Saç boyası;Ketçap;Bezelye;Köfte harcı,Peeling krem
Customer_90,Susam;Ketçap;Nane likörü;Domates salçası;Jelibon;Papatya çayı;Pizza;Keçi boynuzu;Krem şanti;Bira;Ton balığı;Domates salçası;Nar ekşisi;Zeytinyağı;Köfte;Yulaf;El mantısı;Kalamar;El mantısı;Biber salçası;Kurabiye;Yeşil çay,Kinoa tohumu
Customer_526,Köfte harcı;Patlıcan;Susam;Nane likörü;Cips;Böğürtlen;Çikolata;Garnitür;Patates;Bira;Kuru üzüm;Beyaz şarap;Beyaz şarap;Karides;Tarçın;Makarna;Kırmızı mercimek;Makarna;Viski;Soya sosu;Nohut;Nar ekşisi;Bisküvi;Baldo pirinç;Çörek otu;Köfte,Karamelli likör
Customer_617,Tarçın;Yer fıstığı;Kuru İncir;Şehriye;Domates salçası;Pizza;Kuru dut;Saç kremi;Kalamar;Acı Sos;Garnitür;Kırmızı mercimek;Nemlendirici bakım kremi;Tavuk Bulyon;Şampuan;Yoğurt;Ketçap;Çörek otu;Diş macunu;Diş fırçası;Krem şanti;Soya sosu;Erişte;Zeytinyağı;Karabiber;Patates,Peeling krem
Customer_961,Nar ekşisi;Tarçın;Böğürtlen;Krem şanti;Böğürtlen;Kırmızı mercimek;Pizza;Tavuk Bulyon;Yulaf;İçli Köfte;El mantısı;Fasulye turşu;Un;Çörek otu;Kuru dut;Nohut;Erişte;Patlıcan,Kurutulmuş Kivi
Customer_843,Domates salçası;Kuru İncir;Acı Sos;Nar ekşisi;Milföy;Bira;Kuru üzüm;Nane likörü;Şehriye;Patates;Zeytinyağı;El mantısı;Kurabiye;Kırmızı şarap;Nar ekşisi;Fasulye turşu;Köfte harcı;Yer fıstığı;Ayçiçek yağı;Beyaz şarap;Erişte,Karamelli likör
Customer_776,Tavuk Bulyon;Krem şanti;Ketçap;Sarımsak sosu;Erişte;Kurabiye;Sarımsak sosu;Saç kremi;Zeytinyağı;Kuru üzüm;Çikolata;Şampuan;Bira;Kırmızı şarap;Patates;Yer fıstığı;Patlıcan;Karabiber;Zeytinyağı;İçli Köfte;İçli Köfte;Nane likörü;Kalem;Erişte,Karamelli likör
Customer_986,Köfte;Kırmızı şarap;El mantısı;Kahve likörü;Domates salçası;Bira;Viski;Baldo pirinç;Tarçın;Köfte harcı;Nohut;Közlenmiş biber;Ketçap;Milföy;Domates salçası;El mantısı;Biber salçası;Milföy;Limon sos;Un;Nane likörü;Kurabiye;Tavuk Bulyon;Beyaz şarap;Toz şeker;Kırı üzüm,Karamelli likör
Customer_563,Yer fıstığı;Beyaz şarap;Yer fıstığı;Ayçiçek yağı;Limon sos;Krem şanti;Kurabiye;Patates;Kalem;Limon sos;Ayçiçek yağı;Cips;Çörek otu;Tarçın;Meksika fasülyesi;Domates salçası;Sarımsak sosu;Biber salçası;Sirke;Közlenmiş biber;Kalamar;Bira;Ihlamur,Karamelli likör
Customer_414,Böğürtlen;Kalem;Ketçap;Kırı üzüm;Kahve likörü;Böğürtlen;Nohut;Sirke;Jelibon;Patlıcan;Erişte;Yer fıstığı;Kuru İncir;Yoğurt;Garnitür;Bisküvi;Fasulye turşu;Kalamar;Milföy;Ayçiçek yağı;Limon sos;Milföy,Kurutulmuş Kivi
Customer_147,Böğürtlen;Böğürtlen;Nar ekşisi;Sarımsak sosu;Nohut;Jelibon;Kalem;Kalamar;Kırmızı mercimek;Kuru İncir;Un;Tavuk Bulyon;Garnitür;Ihlamur;Yer fıstığı;Yoğurt;Çörek otu;İçli Köfte;Kuru kayısı;Pizza;Patlıcan,Kurutulmuş Kivi
Customer_348,Kırı üzüm;Patates;Papatya çayı;Şehriye;Bisküvi;Yer fıstığı;Domates salçası;Yoğurt;Krem şanti;Tarçın;Kurabiye;Ayçiçek yağı;Baldo pirinç;Yeşil çay;Tavuk Bulyon;Ihlamur;Limon sos;Nohut;Jelibon;Tavuk Bulyon;Köfte harcı;Karides;Jelibon;Şehriye;El mantısı,Kinoa tohumu
Customer_680,Ketçap;Kuru kayısı;Karabiber;Krem şanti;Baldo pirinç;Nemlendirici bakım kremi;Saç kremi;Nohut;Bisküvi;Ketçap;Acı Sos;Susam;Toz şeker;Kalem;Jelibon;Sirke;Kuru dut;Un,Kurutulmuş Kivi
Customer_311,Papatya çayı;Karabiber;Ketçap;Erişte;Susam;Yulaf;Limon sos;Garnitür;Kalem;İçli Köfte;Patlıcan;Un;Biber salçası;Yeşil çay;Krem şanti;Beyaz şarap;Köfte harcı;Sarımsak sosu;Nar ekşisi;Karides;Nohut,Kinoa tohumu
Customer_531,Ketçap;Tarçın;Köfte harcı;Kalem;Ketçap;Karabiber;Köfte;Susam;Şampuan;Milföy;Vücut losyonu;İçli Köfte;Bisküvi;Soya sosu;Diş macunu;Güneş kremi;Saç kremi;Nemlendirici bakım kremi;Cips;Sirke;Çikolata;İçli Köfte;Nar ekşisi;Zeytinyağı,Peeling krem
Customer_410,Nar ekşisi;Makarna;Patlıcan;Kırmızı mercimek;Bezelye;Zeytinyağı;Güneş kremi;Bisküvi;Jelibon;Soya sosu;Garnitür;Erişte;Diş macunu;Böğürtlen;Toz şeker;Kahve likörü;Kurabiye;Şampuan,Peeling krem
Customer_117,Biber salçası;Sirke;Patates;Diş fırçası;Güneş kremi;Bisküvi;Fasulye turşu;Nohut;Nane likörü;Kırmızı mercimek;Un;Közlenmiş biber;Acı Sos;Patates;Çörek otu;Köfte;Saç kremi;El mantısı;Tavuk Bulyon;Jelibon,Peeling krem
Customer_970,Karabiber;Kuru İncir;Tarçın;Kuru kayısı;Kalem;Kalamar;Toz şeker;Közlenmiş biber;Limon sos;Karides;Çörek otu;Ketçap;İçli Köfte;Soya sosu;Baldo pirinç;Köfte;Köfte harcı;Kuru İncir;Sarımsak sosu;Pizza,Kurutulmuş Kivi
Customer_838,Papatya çayı;Közlenmiş biber;Yer fıstığı;Kalamar;Soya sosu;Jelibon;Kırı üzüm;Nohut;Bisküvi;Baldo pirinç;Tavuk Bulyon;Böğürtlen;Keçi boynuzu;Kurabiye,Kinoa tohumu
Customer_179,Jelibon;Yoğurt;Saç boyası;Köfte harcı;Acı Sos;Kırmızı mercimek;Vücut losyonu;Bisküvi;Tarçın;Pizza;Ayçiçek yağı;Saç kremi;Erişte;Makarna;Güneş kremi;Bezelye;Limon sos;Limon sos;Susam,Peeling krem
Customer_698,Bisküvi;Makarna;Baldo pirinç;Kuru kayısı;Cips;Zeytinyağı;Nane likörü;Toz şeker;Köfte harcı;Un;El mantısı;Közlenmiş biber;Kırmızı mercimek;Baldo pirinç;Milföy;Çörek otu;Garnitür;Ketçap;Kuru dut,Kurutulmuş Kivi
Customer_242,Acı Sos;Sarımsak sosu;El mantısı;Pizza;Yer fıstığı;Milföy;Diş fırçası;Papatya çayı;Nar ekşisi;Keçi boynuzu;Çörek otu;Un;Meksika fasülyesi;Kalem;Bisküvi;Soya sosu;Milföy;Baldo pirinç,Kinoa tohumu
Customer_836,Kalem;Şampuan;Yer fıstığı;Diş fırçası;Bisküvi;Zeytinyağı;Ketçap;Diş macunu;Krem şanti;Pizza;Domates salçası;Tavuk Bulyon;Ketçap;Pizza;Limon sos;Makarna;Şehriye;Jelibon;Patates;Saç boyası;Yeşil çay;Patates,Peeling krem
Customer_811,İçli Köfte;Nane likörü;Ayçiçek yağı;Köfte;Kalamar;Garnitür;Viski;Susam;Köfte harcı;Domates salçası;Kırmızı şarap;Yer fıstığı;Nar ekşisi;Beyaz şarap;Bezelye;Makarna;Baldo pirinç;Karides;El mantısı;Cips;Fasulye turşu;Çikolata;Fasulye turşu;Kahve likörü;Zeytinyağı,Karamelli likör
Customer_277,Zeytinyağı;Kahve likörü;Makarna;Ihlamur;Susam;Tavuk Bulyon;Bira;Pizza;Acı Sos;Tarçın;Kırmızı mercimek;Beyaz şarap;Bisküvi;Toz şeker;Cips;Çörek otu;Sarımsak sosu;Şehriye,Karamelli likör
Customer_706,Biber salçası;Saç boyası;Domates salçası;Kırı üzüm;El mantısı;Tarçın;Milföy;Kalem;Susam;Zeytinyağı;Bezelye;El mantısı;Fasulye turşu;Un;Sirke;Tavuk Bulyon;Tavuk Bulyon;Kuru dut;Yer fıstığı;Sarımsak sosu;Patlıcan;Nohut;Milföy,Kurutulmuş Kivi
Customer_643,Krem şanti;Yoğurt;Şampuan;Acı Sos;Ketçap;Böğürtlen;Kuru kayısı;Güneş kremi;Kırmızı mercimek;Ketçap;Tavuk Bulyon;Sirke;Pizza;Sirke;Köfte;Milföy;Makarna;Pizza;Zeytinyağı,Kurutulmuş Kivi
Customer_83,Kurabiye;Köfte;Makarna;Erişte;Jelibon;Krem şanti;Kalamar;Kırmızı şarap;Beyaz şarap;Sirke;Viski;Limon sos;Kuru üzüm;Kalamar;Sirke;El mantısı;Karabiber;Patates,Karamelli likör
Customer_828,Kahve likörü;Nohut;Sarımsak sosu;Çörek otu;Acı Sos;Yulaf;Garnitür;Kırmızı şarap;Zeytinyağı;Közlenmiş biber;Kurabiye;Patlıcan;Cips;Toz şeker;Viski;Beyaz şarap;Keçi boynuzu;Ketçap;Nane likörü;Limon sos;Krem şanti;Zeytinyağı;Kuru üzüm,Karamelli likör
Customer_574,Fasulye turşu;Diş macunu;Biber salçası;Makarna;Şehriye;Nemlendirici bakım kremi;Zeytinyağı;Krem şanti;Böğürtlen;Sirke;Milföy;Un;Acı Sos;Diş fırçası;Köfte;Közlenmiş biber;Yoğurt;Pizza;Soya sosu;Sarımsak sosu;Saç boyası;Makarna;Yeşil çay,Peeling krem
Customer_93,Nohut;Karabiber;Sirke;Yoğurt;Erişte;Bira;Baldo pirinç;Viski;Cips;Beyaz şarap;Çörek otu;Krem şanti;Közlenmiş biber;Yer fıstığı;Şampuan;Şehriye;Kalem;Kırmızı şarap;Ayçiçek yağı;Çikolata;Patlıcan;Zeytinyağı,Karamelli likör
Customer_247,Baldo pirinç;Zeytinyağı;Nar ekşisi;Papatya çayı;Yer fıstığı;Krem şanti;Vücut losyonu;Karides;Köfte;Kalem;El mantısı;Nemlendirici bakım kremi;Fasulye turşu;Patlıcan;İçli Köfte;Şampuan;Saç kremi;Karabiber,Peeling krem
Customer_312,Viski;Nar ekşisi;Karides;Cips;Jelibon;Kırı üzüm;Bisküvi;Kahve likörü;Un;Kalem;Nane likörü;Kalem;Susam;Susam;Garnitür;Makarna;Zeytinyağı;Tarçın;Beyaz şarap;Toz şeker;Krem şanti;Domates salçası,Karamelli likör
Customer_675,Un;Kırı üzüm;Soya sosu;Soya sosu;Biber salçası;Güneş kremi;Susam;İçli Köfte;Kuru kayısı;Nohut;Sirke;Zeytinyağı;Diş macunu;Ayçiçek yağı;Saç boyası;Yer fıstığı;İçli Köfte;Biber salçası;Garnitür;Közlenmiş biber;Şehriye;Pizza,Kurutulmuş Kivi
Customer_749,Zeytinyağı;Un;Saç kremi;Tavuk Bulyon;Böğürtlen;Baldo pirinç;Diş macunu;Yoğurt;Karabiber;Nemlendirici bakım kremi;Pizza;Köfte harcı;Ton balığı;Yer fıstığı;Soya sosu;Tavuk Bulyon;Şampuan;Ayçiçek yağı;Sirke;Zeytinyağı;Kalem;İçli Köfte;Közlenmiş biber,Peeling krem
Customer_875,Karabiber;Böğürtlen;Pizza;Köfte;Un;Sarımsak sosu;Kalamar;Sarımsak sosu;Köfte harcı;Karides;Keçi boynuzu;Acı Sos;Ihlamur;Bisküvi;Toz şeker;Çörek otu;Güneş kremi;Krem şanti,Kinoa tohumu
Customer_334,Tarçın;Ayçiçek yağı;Erişte;Zeytinyağı;Garnitür;Tarçın;Sarımsak sosu;Kırmızı mercimek;Yoğurt;Çikolata;Kuru üzüm;Karides;Kalamar;Soya sosu;Acı Sos;Nane likörü;Limon sos;Böğürtlen;Krem şanti;Beyaz şarap;Köfte;Viski,Karamelli likör
Customer_703,Sarımsak sosu;Yoğurt;Nohut;Ihlamur;Kalem;Patates;Papatya çayı;Milföy;Kurabiye;Makarna;Toz şeker;Makarna;Karides;Fasulye turşu;Köfte harcı;Yer fıstığı;Tarçın;Bira;Meksika fasülyesi;Erişte;Jelibon,Kinoa tohumu
Customer_357,Sarımsak sosu;Bezelye;Karides;Baldo pirinç;Köfte harcı;Acı Sos;Limon sos;Baldo pirinç;Soya sosu;Makarna;Karabiber;Yulaf;Ketçap;Kuru dut;Sarımsak sosu;Kuru İncir,Kurutulmuş Kivi
Customer_360,Saç boyası;Közlenmiş biber;Ketçap;Vücut losyonu;Patlıcan;Tavuk Bulyon;Patates;Nohut;Ayçiçek yağı;Papatya çayı;Güneş kremi;Biber salçası;Köfte harcı;Kalem;Nar ekşisi;Soya sosu;Bezelye,Peeling krem
Customer_663,Yer fıstığı;Ketçap;Nemlendirici bakım kremi;Çikolata;Vücut losyonu;Saç kremi;Nar ekşisi;Susam;Diş fırçası;Şampuan;Sarımsak sosu;Baldo pirinç;Bezelye;Diş macunu;Pizza;Bezelye;Sarımsak sosu;Şehriye;Makarna;Jelibon;Milföy,Peeling krem
Customer_3,Makarna;Fasulye turşu;El mantısı;Garnitür;Diş fırçası;Baldo pirinç;İçli Köfte;Közlenmiş biber;Soya sosu;Nar ekşisi;Yer fıstığı;Karabiber;Karides;Şehriye;Bezelye;Beyaz şarap;Un;Zeytinyağı;Kuru üzüm;Krem şanti;Krem şanti;Saç kremi;Sarımsak sosu;Karabiber;Patates;Pizza,Karamelli likör
Customer_252,Kalem;İçli Köfte;Limon sos;Jelibon;Saç boyası;Zeytinyağı;Kalem;Fasulye turşu;Karabiber;Diş macunu;Kırmızı mercimek;Baldo pirinç;Şehriye;Milföy;Sirke;Kuru kayısı;Makarna,Peeling krem
Customer_667,Böğürtlen;Pizza;Kurabiye;Biber salçası;Ketçap;Yer fıstığı;Kalamar;Kalamar;Milföy;Limon sos;Kalem;Diş macunu;Garnitür;Milföy;Karabiber;Yer fıstığı;Yulaf;Papatya çayı;Şampuan;Nar ekşisi;Böğürtlen;Sarımsak sosu;Bezelye;Sirke;Keçi boynuzu;Nar ekşisi,Kinoa tohumu
Customer_354,Makarna;Karides;Patates;Nohut;Garnitür;Çörek otu;Karides;El mantısı;Tavuk Bulyon;Kuru İncir;Böğürtlen;Köfte;Toz şeker;Biber salçası;Fasulye turşu;Kurabiye;Kalem;Yeşil çay;Kuru dut;Patlıcan;Milföy,Kurutulmuş Kivi
Customer_272,Şampuan;El mantısı;Garnitür;Makarna;Böğürtlen;Kuru İncir;Şehriye;Makarna;Fasulye turşu;El mantısı;Közlenmiş biber;Karides;Sirke;Patlıcan;Şehriye;Patates;Bisküvi;Nar ekşisi;Pizza;Nohut;Erişte,Kurutulmuş Kivi
Customer_767,Krem şanti;Domates salçası;Yulaf;Tarçın;Kurabiye;Diş fırçası;Çörek otu;Soya sosu;Sirke;Zeytinyağı;Tavuk Bulyon;Nemlendirici bakım kremi;Jelibon;Yeşil çay;Bezelye;Zeytinyağı;Acı Sos;Papatya çayı,Kinoa tohumu
Customer_74,Zeytinyağı;Cips;Nane likörü;Susam;Garnitür;Pizza;Toz şeker;Böğürtlen;Kuru İncir;Çörek otu;Böğürtlen;Közlenmiş biber;Kuru üzüm;Pizza;Fasulye turşu;Erişte;Patlıcan;Yer fıstığı;Tarçın;Nohut,Karamelli likör
Customer_145,Nar ekşisi;Nar ekşisi;Tarçın;Karides;Fasulye turşu;Yer fıstığı;Un;Böğürtlen;Sirke;Biber salçası;Köfte;Güneş kremi;Kuru dut;Kalamar;Nemlendirici bakım kremi;Soya sosu;Jelibon;İçli Köfte;Sarımsak sosu,Kurutulmuş Kivi
Customer_608,Ketçap;Limon sos;Zeytinyağı;Tarçın;Nemlendirici bakım kremi;İçli Köfte;Közlenmiş biber;Kuru dut;Baldo pirinç;Toz şeker;Soya sosu;El mantısı;Kalem;Patlıcan;Kurabiye;Köfte harcı;Domates salçası,Peeling krem
Customer_430,Bisküvi;Kurabiye;El mantısı;Biber salçası;Yoğurt;Saç kremi;Susam;Zeytinyağı;Nemlendirici bakım kremi;Tavuk Bulyon;El mantısı;Krem şanti;Acı Sos;Közlenmiş biber;Jelibon;Makarna;Diş fırçası;Patlıcan;Yeşil çay;Kırmızı mercimek;Şampuan;Karabiber,Peeling krem
Customer_452,Bezelye;Yoğurt;Kalamar;Garnitür;Saç kremi;Garnitür;Kırmızı mercimek;Kuru kayısı;Fasulye turşu;Kırı üzüm;Soya sosu;Nar ekşisi;Nohut;Pizza;Biber salçası;Baldo pirinç;Krem şanti;Köfte;Şampuan;Güneş kremi,Kurutulmuş Kivi
Customer_611,Ihlamur;Ton balığı;Limon sos;Acı Sos;Un;Fasulye turşu;Papatya çayı;Keçi boynuzu;Soya sosu;Tavuk Bulyon;Zeytinyağı;Keçi boynuzu;Susam;Nohut;Garnitür;Yulaf;Yeşil çay;Nohut;Sarımsak sosu;Kalem;Jelibon,Kinoa tohumu
Customer_286,Susam;Karabiber;Biber salçası;Böğürtlen;Patlıcan;Limon sos;Milföy;Karides;Şehriye;Yeşil çay;Patates;Garnitür;Un;Biber salçası;Kırı üzüm;Jelibon;Kuru İncir;Acı Sos,Kurutulmuş Kivi
Customer_94,Garnitür;Yer fıstığı;Erişte;Un;Acı Sos;Biber salçası;Şehriye;Cips;Limon sos;Nemlendirici bakım kremi;Diş fırçası;Kırmızı mercimek;El mantısı;Zeytinyağı;Kalem;Böğürtlen;Tarçın;Bira;Yoğurt;Zeytinyağı;Milföy;Limon sos,Karamelli likör
Customer_160,Böğürtlen;Beyaz şarap;Viski;Makarna;Çikolata;Keçi boynuzu;Makarna;Kırmızı mercimek;Şehriye;Baldo pirinç;Yoğurt;Yer fıstığı;Domates salçası;Biber salçası;Kalamar;Karabiber;Karides;Patlıcan;Ayçiçek yağı,Karamelli likör
Customer_669,Ihlamur;Ayçiçek yağı;Köfte harcı;Keçi boynuzu;Kırı üzüm;Tavuk Bulyon;Meksika fasülyesi;Patates;Böğürtlen;Ton balığı;Sirke;Soya sosu;Papatya çayı;Kurabiye;Karides;Susam;Kalem;Kalamar;El mantısı;Kuru kayısı,Kinoa tohumu
Customer_553,Sarımsak sosu;Bisküvi;Saç kremi;Karabiber;Kurabiye;Soya sosu;Şampuan;Nemlendirici bakım kremi;Saç boyası;Güneş kremi;İçli Köfte;Diş macunu;Kırmızı şarap;Kalamar;Közlenmiş biber;Zeytinyağı;Karides;Cips;Karabiber;Şehriye;Nane likörü;Baldo pirinç;Krem şanti,Peeling krem
Customer_443,Böğürtlen;Cips;Pizza;Yer fıstığı;Çörek otu;Yulaf;Bisküvi;Biber salçası;Un;Nar ekşisi;Karides;Susam;Fasulye turşu;Yeşil çay;İçli Köfte;Erişte;Patlıcan;Tarçın,Karamelli likör
Customer_977,Saç kremi;Toz şeker;Un;Domates salçası;Bezelye;Nar ekşisi;Yoğurt;Diş macunu;Karides;Viski;Erişte;Limon sos;Diş fırçası;Fasulye turşu;Ketçap;Köfte harcı,Peeling krem
